JobId,aj,mj,oj
3596451,887.0,158.0,0.0
2284301,521253.0,30212.0,479963.0
3546981,8710.0,883.0,6140.0
3484277,3887.0,84.0,3783.0
3525377,242702.0,1469.0,239424.0
3164167,59.0,59.0,0.0
3660165,189.0,56.0,133.0
3579971,483233.0,15852.0,454907.0
3655071,32415.0,4189.0,27404.0
3479307,18339.0,4429.0,12769.0
3650193,15444.0,1296.0,13613.0
3532917,527259.0,53252.0,458352.0
3573509,483.0,222.0,191.0
3584947,36096.0,5851.0,28236.0
3625295,114500.0,1593.0,112445.0
3553167,560.0,127.0,1.0
3643849,7883.0,693.0,4009.0
3592091,90291.0,2605.0,83980.0
3638525,1103.0,6.0,1097.0
3481343,17806.0,3394.0,13181.0
3560105,978.0,8.0,290.0
3427975,65.0,36.0,29.0
3594379,8902.0,1145.0,4513.0
3605075,18.0,0.0,18.0
3687953,1456.0,17.0,1417.0
3661463,98347.0,7221.0,80484.0
3564041,3057.0,313.0,2442.0
3633187,1551.0,180.0,864.0
3645277,4394.0,155.0,3639.0
3521783,144034.0,11287.0,132250.0
3545625,2361.0,81.0,2232.0
2030839,4502.0,1149.0,2691.0
3583547,204124.0,36620.0,160629.0
3555949,47669.0,7648.0,38260.0
3697047,41946.0,11893.0,13801.0
3544691,407.0,56.0,335.0
3626602,2834.0,1761.0,164.0
3533780,40063.0,2054.0,37452.0
3652397,12397.0,1918.0,10221.0
3525645,36894.0,275.0,36609.0
3694767,3590.0,12.0,3548.0
3671101,15759.0,2728.0,12700.0
3686445,967.0,24.0,925.0
3569671,74.0,13.0,58.0
3648657,4359.0,1713.0,2313.0
3565323,919.0,366.0,305.0
3585865,4527.0,223.0,4121.0
3546449,89572.0,8122.0,74891.0
3600459,3.0,0.0,3.0
3665875,14563.0,2775.0,10300.0
3600365,15844.0,1206.0,14553.0
3611113,0.0,0.0,0.0
3304063,440.0,329.0,111.0
3553041,205.0,36.0,147.0
3538593,5907.0,2965.0,592.0
3513423,281.0,40.0,1.0
3530167,446.0,38.0,319.0
3577165,81957.0,1841.0,78564.0
3636093,14360.0,4845.0,7441.0
3558167,808.0,186.0,31.0
3624321,16796.0,5278.0,11133.0
3473103,8857.0,792.0,5893.0
3646385,643.0,82.0,558.0
3602263,918.0,203.0,638.0
3527195,0.0,0.0,0.0
3532427,2012.0,1048.0,49.0
3645753,7363.0,19.0,7318.0
3578361,625.0,27.0,566.0
3567079,14638.0,640.0,12825.0
3618067,1747.0,812.0,111.0
3551187,124096.0,7642.0,105901.0
3418775,3888.0,13.0,3806.0
3634373,80690.0,23151.0,28378.0
3624135,1271.0,303.0,946.0
3552265,8188.0,1357.0,5630.0
3594915,598.0,30.0,533.0
3647383,212.0,17.0,42.0
3557911,1.0,0.0,1.0
3668555,7165.0,2013.0,4998.0
3593909,22534.0,67.0,22298.0
3550523,2734.0,703.0,1427.0
3590215,330.0,52.0,272.0
3563161,58.0,14.0,4.0
3578391,270.0,127.0,65.0
3590105,15557.0,5180.0,4815.0
3463309,,,
3504179,0.0,0.0,0.0
3680343,433.0,7.0,424.0
3459731,182141.0,25241.0,154949.0
3584877,116.0,7.0,103.0
3639769,720.0,35.0,558.0
3532397,2631.0,70.0,2476.0
3600867,1140.0,42.0,1093.0
3653663,6145.0,1137.0,4257.0
3594131,780.0,121.0,23.0
3531127,7222.0,46.0,7162.0
3565277,2483.0,610.0,1731.0
3291547,1997.0,288.0,1709.0
3574539,908.0,29.0,663.0
3561665,4213.0,648.0,3513.0
3555953,92844.0,25098.0,64288.0
3502713,2245.0,6.0,2226.0
3544689,18.0,0.0,2.0
3569631,8815.0,518.0,8027.0
3525021,0.0,0.0,0.0
3431745,1192.0,273.0,846.0
3550353,0.0,0.0,0.0
3618605,595.0,34.0,555.0
3531511,772.0,609.0,0.0
3557479,220545.0,26657.0,156875.0
3618735,102632.0,4985.0,94305.0
3666757,22022.0,660.0,13748.0
3666925,13897.0,549.0,9742.0
3579999,36008.0,944.0,34583.0
3653833,37001.0,2118.0,34221.0
3481261,33.0,4.0,19.0
3643481,14005.0,1504.0,12019.0
3557381,1773.0,390.0,1278.0
3524067,272.0,6.0,260.0
3579149,6984.0,753.0,1151.0
1930885,3519181.0,284329.0,3210958.0
3529715,42847.0,82.0,42408.0
3625861,211.0,33.0,138.0
3533355,1525.0,193.0,204.0
3673071,3525.0,722.0,2441.0
3605489,64862.0,740.0,63843.0
3637695,1056.0,59.0,990.0
3585881,871.0,8.0,832.0
3610563,1250.0,296.0,58.0
3544665,93978.0,3468.0,89729.0
3653393,0.0,0.0,0.0
3580215,13373.0,169.0,11603.0
3532267,865.0,118.0,596.0
3580095,113.0,41.0,72.0
3582147,84322.0,22595.0,59826.0
3624829,777.0,8.0,668.0
3566121,,,
3639113,23.0,6.0,17.0
3579737,9031.0,37.0,8880.0
3579687,71.0,2.0,69.0
3579115,2.0,1.0,0.0
3582943,,,
3600698,51228.0,2894.0,42285.0
3509931,515243.0,31.0,514725.0
3625525,470.0,10.0,450.0
3525407,67305.0,1402.0,61277.0
3541337,4383.0,325.0,3982.0
3560431,2710.0,41.0,2392.0
3633665,54655.0,5692.0,44767.0
3602519,5928.0,44.0,5814.0
3666585,3449.0,271.0,2733.0
3686727,432.0,17.0,402.0
3469707,7798.0,749.0,6942.0
3668149,720.0,88.0,604.0
3545075,184.0,78.0,0.0
3640195,0.0,0.0,0.0
3512513,89.0,0.0,89.0
3668183,2845.0,104.0,2625.0
3554165,35226.0,2598.0,29430.0
3618585,139.0,0.0,126.0
3452911,33452.0,1513.0,31854.0
3553111,50713.0,17338.0,21788.0
3636087,13952.0,7502.0,5675.0
3616739,14527.0,2666.0,10793.0
3574119,4856.0,20.0,4778.0
3607611,2837.0,163.0,2464.0
3533649,10552.0,3174.0,4805.0
3588193,1433.0,264.0,970.0
3594993,,,
3558593,66.0,0.0,65.0
3539107,539.0,161.0,372.0
3625135,7485.0,1378.0,5293.0
3550223,2704.0,423.0,2218.0
3551833,6365.0,3777.0,2552.0
3584283,14548.0,1692.0,9741.0
3650223,3671.0,31.0,3506.0
3558625,110998.0,17556.0,54356.0
3640117,0.0,0.0,0.0
3583943,2.0,0.0,2.0
3480415,2710.0,490.0,2045.0
3596457,2157.0,292.0,0.0
3577427,2296.0,32.0,2197.0
3573585,45683.0,441.0,45129.0
3557143,420.0,242.0,153.0
3653247,79632.0,11678.0,64866.0
3452901,21609.0,3263.0,13153.0
3543257,1632.0,216.0,111.0
3627789,0.0,0.0,0.0
3632313,33219.0,5113.0,26585.0
3551647,2320.0,1444.0,218.0
3611817,4889.0,2.0,4757.0
3665121,4161.0,2101.0,6.0
3538165,33454.0,1238.0,28208.0
3115361,1254992.0,72030.0,1174944.0
3639663,123530.0,25336.0,87230.0
3666753,2267.0,928.0,1296.0
3523655,203.0,130.0,13.0
3542655,2514.0,90.0,2131.0
3557835,29430.0,1406.0,21942.0
3562511,0.0,0.0,0.0
3624855,7430.0,1058.0,4297.0
3583175,34993.0,5656.0,2944.0
3592737,870.0,49.0,815.0
3544883,14584.0,304.0,13204.0
3511703,17717.0,1725.0,13139.0
3637323,8271.0,371.0,6710.0
3639397,5481.0,2481.0,2136.0
3631147,9004.0,1184.0,6698.0
3614935,20461.0,536.0,19140.0
3527127,0.0,0.0,0.0
3545295,1689.0,124.0,1480.0
3681599,8445.0,356.0,7673.0
3603559,126.0,20.0,36.0
3627791,2646.0,1536.0,0.0
3625169,7731.0,172.0,7364.0
3418115,317.0,22.0,294.0
3586387,3758.0,225.0,212.0
3552887,7202.0,423.0,6656.0
3626981,28611.0,3887.0,23812.0
3646701,363.0,40.0,322.0
3625267,272.0,2.0,263.0
3695279,53.0,10.0,39.0
3596421,,,
3561791,47498.0,10133.0,29539.0
3619387,14111.0,5595.0,7566.0
3663257,8269.0,517.0,5736.0
3517805,19543.0,982.0,17483.0
3624241,124670.0,40869.0,77861.0
3672823,822.0,135.0,529.0
3570789,2513.0,1582.0,443.0
3511311,1.0,0.0,0.0
3569617,15670.0,3094.0,12087.0
3616679,44600.0,2460.0,36961.0
3672125,11314.0,2998.0,7707.0
3617203,719.0,254.0,457.0
3596073,1301.0,447.0,27.0
3607157,0.0,0.0,0.0
3498411,3579.0,116.0,1473.0
3591693,28.0,28.0,0.0
3532309,7562.0,431.0,7054.0
3606019,91.0,60.0,31.0
3559427,69241.0,3460.0,65422.0
3682403,6680.0,637.0,3841.0
3510327,11772.0,7322.0,2569.0
3600875,15637.0,4528.0,9954.0
3452109,531453.0,73424.0,368445.0
3626461,348.0,42.0,290.0
3670301,20334.0,966.0,19296.0
3601743,1622.0,1249.0,46.0
3593644,66471.0,1927.0,53857.0
3541667,8067.0,1534.0,3582.0
2772253,58039.0,8102.0,48703.0
3672639,4429.0,407.0,3765.0
3558961,203745.0,9308.0,193342.0
3305111,0.0,0.0,0.0
3577129,0.0,0.0,0.0
3486877,32230.0,4431.0,9588.0
3641633,4643.0,32.0,4540.0
3697063,1403.0,299.0,833.0
3496611,,,
3661495,19703.0,268.0,18680.0
3517625,3062.0,1867.0,435.0
3501111,24248.0,4247.0,19814.0
3676113,7044.0,2181.0,4.0
3596419,5118.0,66.0,4626.0
3643143,2269.0,1565.0,120.0
3544913,2210.0,29.0,2152.0
3664521,16664.0,600.0,15255.0
3585445,1570.0,1.0,1545.0
3487972,67607.0,4716.0,27249.0
3554867,139933.0,22730.0,91801.0
3530079,32720.0,741.0,30000.0
3558129,101240.0,22380.0,51694.0
3622349,4826.0,1.0,4760.0
3586595,0.0,0.0,0.0
3616113,10538.0,2453.0,7805.0
3579061,1210.0,391.0,764.0
3427323,14872.0,1549.0,8449.0
3550533,217.0,136.0,13.0
3573999,5281.0,3503.0,571.0
3625609,42524.0,879.0,36737.0
3532375,109.0,40.0,35.0
3516153,13115.0,903.0,12071.0
2030809,291555.0,150170.0,83055.0
3482243,3542.0,167.0,3356.0
3512771,69712.0,1514.0,64276.0
3593634,34339.0,4577.0,4037.0
3536089,11332.0,134.0,10598.0
3511005,,,
3642277,23575.0,52.0,23186.0
3545149,88043.0,1234.0,86287.0
3603939,483.0,82.0,9.0
3545413,90278.0,3759.0,82765.0
3673657,4080.0,507.0,3382.0
3558943,77153.0,1842.0,73762.0
3553091,0.0,0.0,0.0
3668577,1036.0,362.0,119.0
3611711,290.0,67.0,62.0
3584901,29176.0,903.0,27146.0
3596225,2159.0,51.0,1954.0
3461779,0.0,0.0,0.0
3532847,147898.0,20089.0,92037.0
3575341,17184.0,1911.0,14428.0
3637499,0.0,0.0,0.0
3585435,2.0,0.0,2.0
3521787,0.0,0.0,0.0
3688225,245.0,33.0,20.0
3616215,1233.0,473.0,647.0
3636419,12307.0,84.0,12219.0
3579879,28511.0,719.0,24875.0
3530789,3015.0,142.0,2761.0
3481081,702.0,35.0,589.0
3549579,550.0,155.0,326.0
3524537,,,
3605291,68125.0,454.0,67209.0
3614637,5901.0,1746.0,221.0
3533933,8881.0,1299.0,17.0
3563141,24902.0,374.0,22264.0
3530383,116769.0,15635.0,72660.0
3559057,151599.0,30389.0,102990.0
3533005,61553.0,11192.0,48579.0
3430681,0.0,0.0,0.0
3583011,148734.0,44795.0,100493.0
3635867,12983.0,2993.0,9433.0
3538569,134.0,83.0,2.0
3340233,1698.0,149.0,1549.0
3626081,113827.0,2350.0,107319.0
3499421,20441.0,4582.0,12734.0
3661493,35886.0,229.0,35207.0
3530823,42804.0,1015.0,34862.0
3653203,2861.0,64.0,313.0
3689165,142692.0,5368.0,120459.0
3639675,8970.0,57.0,8731.0
3552531,41422.0,2707.0,34883.0
3674753,281196.0,36543.0,220166.0
3622969,21482.0,2628.0,17843.0
3639667,259.0,26.0,207.0
3688211,425.0,77.0,10.0
3660071,2343.0,435.0,1452.0
3505673,21097.0,301.0,20046.0
3653083,242044.0,6179.0,228383.0
3598041,61185.0,439.0,49458.0
3616941,278.0,10.0,5.0
3515915,2124.0,64.0,1203.0
3689521,7289.0,1495.0,5171.0
3662417,25915.0,176.0,25391.0
3569067,,,
3621807,931.0,99.0,691.0
3573383,1140.0,368.0,0.0
3606837,7752.0,1532.0,6187.0
3592001,64636.0,9761.0,52256.0
3517671,9201.0,2988.0,5235.0
3564525,231.0,105.0,59.0
3547769,,,
3482461,210.0,113.0,67.0
3581555,10687.0,32.0,10508.0
3616101,32445.0,5895.0,10424.0
3658413,6153.0,631.0,4635.0
3596415,1722.0,326.0,0.0
3552659,3962.0,177.0,3663.0
3606765,1868.0,1.0,1861.0
3668137,11.0,2.0,1.0
3563929,10351.0,6976.0,3243.0
3528511,,,
3673287,127.0,2.0,125.0
3604683,406.0,14.0,139.0
3618591,42.0,0.0,42.0
3469677,7345.0,1070.0,6031.0
3564805,179881.0,35418.0,121873.0
3634905,102305.0,24314.0,55170.0
3609365,2653.0,243.0,2308.0
3696179,8079.0,1037.0,6391.0
3650725,3591.0,636.0,2513.0
3557069,25.0,16.0,3.0
3595351,16294.0,1971.0,9947.0
3600627,42358.0,780.0,39511.0
3679447,321.0,0.0,320.0
3484267,754.0,8.0,744.0
3566573,,,
3647405,16826.0,2509.0,14008.0
3545099,18712.0,947.0,17520.0
3571537,9482.0,418.0,8238.0
3557775,203097.0,5771.0,188916.0
3530369,2713.0,225.0,0.0
3423883,19027.0,6728.0,12109.0
3532231,127264.0,13401.0,104249.0
3558987,12336.0,763.0,11519.0
3597217,15656.0,786.0,14467.0
3654273,491.0,57.0,393.0
3594137,13494.0,1081.0,12379.0
3559069,106470.0,17247.0,50551.0
3588481,4986.0,2092.0,2569.0
3651903,437.0,13.0,422.0
3530385,1497.0,306.0,508.0
3328183,0.0,0.0,0.0
3578153,32938.0,7127.0,24468.0
3587941,2012.0,39.0,1758.0
3592155,188078.0,141.0,186329.0
3581525,17084.0,405.0,8819.0
3627559,7923.0,945.0,6824.0
3559217,563165.0,183975.0,369213.0
3417385,91219.0,1204.0,87769.0
3527497,0.0,0.0,0.0
3679179,1823.0,51.0,1764.0
3622791,29751.0,541.0,28864.0
3555959,48199.0,14267.0,32691.0
3561783,41107.0,11697.0,26416.0
3617971,175003.0,682.0,149832.0
3268225,1236.0,177.0,877.0
3566351,,,
3578309,433.0,219.0,31.0
3564007,0.0,0.0,0.0
3686257,1275.0,373.0,831.0
3660825,11071.0,106.0,6944.0
3546227,1509.0,45.0,1464.0
3588841,2135.0,454.0,1272.0
3582887,4165.0,2320.0,812.0
3511561,1681.0,15.0,1631.0
3532387,4551.0,1406.0,1948.0
3497389,343.0,13.0,326.0
3527469,0.0,0.0,0.0
3544365,589.0,328.0,214.0
3611257,288643.0,1162.0,268285.0
3591711,8959.0,1785.0,3840.0
3686573,0.0,0.0,0.0
3642883,,,
3523205,21230.0,723.0,17210.0
3614693,,,
3529273,3473.0,319.0,2807.0
3646033,13371.0,44.0,13263.0
3639219,442.0,79.0,223.0
3592869,44243.0,34937.0,7192.0
3530511,0.0,0.0,0.0
3659820,0.0,0.0,0.0
3555365,11899.0,138.0,9762.0
3476589,89173.0,12495.0,76181.0
3466969,2389.0,263.0,52.0
3570379,2399.0,18.0,2345.0
3645611,1023.0,60.0,909.0
3484233,4955.0,148.0,4225.0
3681071,4997.0,1726.0,1410.0
3649597,4147.0,417.0,3586.0
3589495,,,
3690199,0.0,0.0,0.0
3534835,9063.0,5660.0,50.0
3579711,231154.0,590.0,229503.0
3594991,,,
3555955,53208.0,25098.0,24652.0
3664751,10870.0,1309.0,7161.0
3585951,606.0,67.0,534.0
3593599,5.0,0.0,5.0
3654917,13163.0,3927.0,6358.0
3567035,3739.0,121.0,2937.0
3570069,2.0,0.0,1.0
3645245,10891.0,419.0,10272.0
3703359,8067.0,1001.0,1622.0
3622621,0.0,0.0,0.0
3462445,35538.0,2042.0,13189.0
2600503,111295.0,28844.0,67184.0
3640151,2045.0,1523.0,500.0
3512999,421.0,99.0,224.0
3615889,4527.0,4.0,3958.0
3548841,9483.0,29.0,9246.0
3585779,8873.0,1164.0,7331.0
3658285,33777.0,130.0,33384.0
3532815,124977.0,2480.0,121978.0
3303977,2033.0,23.0,1995.0
3661087,83.0,0.0,67.0
3561179,18696.0,9927.0,6491.0
3580439,0.0,0.0,0.0
3581323,3654.0,175.0,2894.0
3687643,19159.0,2426.0,10870.0
3671055,28940.0,5305.0,23334.0
3468937,3960.0,1221.0,1379.0
3621179,10047.0,3793.0,275.0
3576969,6369.0,19.0,6259.0
3595015,18081.0,355.0,15517.0
3508937,40583.0,3965.0,36167.0
3482095,34713.0,1082.0,31622.0
3475155,3.0,0.0,3.0
3617049,155531.0,12184.0,134803.0
3689135,2071476.0,145247.0,1917728.0
3574917,16135.0,12023.0,149.0
3553129,501.0,30.0,225.0
3683533,25906.0,3327.0,152.0
3645275,1458.0,149.0,522.0
3655547,336.0,24.0,309.0
3550675,0.0,0.0,0.0
3568413,9523.0,1011.0,8103.0
3533921,4938.0,1345.0,196.0
3598523,2396.0,996.0,1398.0
3534987,2672.0,550.0,12.0
3627125,,,
3481097,12872.0,500.0,8537.0
3684225,7370.0,1587.0,556.0
3611023,294706.0,10205.0,281097.0
3558813,32162.0,670.0,25603.0
3554005,7735.0,616.0,5859.0
3559833,0.0,0.0,0.0
3641493,2457.0,210.0,1749.0
3429453,2654.0,1180.0,571.0
3485019,77900.0,5323.0,72053.0
3561091,914.0,254.0,31.0
3566355,,,
3552983,105449.0,1425.0,95596.0
3558077,16174.0,2014.0,8760.0
3648709,40034.0,1541.0,30719.0
3501775,5523.0,392.0,2622.0
3496589,,,
3633071,,,
3617551,206.0,24.0,169.0
3550993,27135.0,385.0,24749.0
3643707,,,
3625851,2162.0,6.0,2133.0
3529915,46352.0,7453.0,22001.0
3494649,,,
3177675,57406.0,1132.0,48976.0
3580831,,,
3583641,0.0,0.0,0.0
3525705,,,
3310671,228.0,191.0,37.0
3709717,228531.0,13355.0,213165.0
3624863,6450.0,1058.0,3317.0
3567043,9241.0,121.0,8439.0
3537707,3010.0,206.0,2762.0
3532345,724.0,286.0,191.0
3619935,1461.0,30.0,1294.0
3562345,14359.0,6764.0,4693.0
3588365,1008.0,91.0,441.0
3558093,1552.0,384.0,4.0
3447459,3.0,1.0,2.0
3592589,18346.0,4703.0,2484.0
3500181,101.0,61.0,9.0
3686583,67224.0,1779.0,64674.0
3607287,5066.0,433.0,4487.0
3470287,5337.0,1181.0,2058.0
3643865,5334.0,1024.0,1878.0
3545129,0.0,0.0,0.0
3550781,4.0,3.0,1.0
3574381,1916.0,583.0,1032.0
3648961,12308.0,2122.0,9418.0
3529545,890.0,439.0,47.0
3574271,53.0,15.0,38.0
3532341,4102.0,1225.0,1777.0
3580673,37762.0,243.0,32825.0
3604273,663.0,44.0,571.0
3567357,6127.0,258.0,44.0
3558745,49003.0,13767.0,2693.0
3574675,15112.0,7120.0,6914.0
3549597,6584.0,3895.0,1180.0
3582721,41489.0,367.0,40079.0
3524467,38.0,1.0,36.0
3578123,892.0,29.0,858.0
3581665,32344.0,4248.0,6303.0
3510897,13090.0,1759.0,11043.0
3661893,959.0,50.0,848.0
3424905,1550.0,125.0,1401.0
3560469,18942.0,485.0,18203.0
3643533,22773.0,877.0,21478.0
3538065,19559.0,1270.0,16884.0
3542747,398.0,97.0,239.0
3600069,,,
3525627,14113.0,2700.0,8916.0
3661981,0.0,0.0,0.0
3568565,82061.0,196.0,81618.0
3567423,,,
3550957,0.0,0.0,0.0
3660383,132560.0,608.0,126347.0
3604869,0.0,0.0,0.0
3675147,1411.0,1272.0,3.0
3581233,17467.0,3133.0,13794.0
3532305,3169.0,60.0,3066.0
3559263,73.0,9.0,64.0
3243365,,,
3523013,1075.0,10.0,1021.0
3526443,0.0,0.0,0.0
3593610,33173.0,3960.0,7438.0
3653821,5427.0,1341.0,2871.0
3633099,109.0,69.0,36.0
3554999,12056.0,4294.0,5469.0
3582173,48568.0,675.0,43375.0
3577177,82.0,44.0,24.0
3689227,12359.0,642.0,11661.0
3588187,5871.0,177.0,5329.0
3545510,37.0,0.0,36.0
3499129,35716.0,827.0,34057.0
3607191,447.0,139.0,0.0
3693125,37743.0,203.0,36668.0
3558797,239522.0,9446.0,195275.0
3633107,60438.0,3680.0,47876.0
3663455,7947.0,1991.0,143.0
3530159,1119.0,587.0,1.0
3582585,419.0,367.0,52.0
3564441,52.0,11.0,0.0
3618713,53213.0,6205.0,46223.0
3557063,0.0,0.0,0.0
3582713,10779.0,79.0,10544.0
3606091,25880.0,7827.0,15735.0
3639221,112920.0,978.0,106313.0
3631067,47234.0,595.0,44085.0
3550203,0.0,0.0,0.0
3544937,3777.0,254.0,3506.0
3579151,0.0,0.0,0.0
3640203,0.0,0.0,0.0
3523107,64429.0,2137.0,52537.0
3608779,1122.0,652.0,2.0
3376001,1846.0,114.0,1705.0
3557469,63022.0,7431.0,37064.0
3532361,2118.0,33.0,2052.0
3689515,9382.0,2500.0,97.0
3561731,,,
3632527,2451.0,99.0,2349.0
3522825,26434.0,814.0,23983.0
3177793,5621.0,2764.0,2694.0
3648017,,,
3584205,1674.0,488.0,1133.0
3579369,0.0,0.0,0.0
3615533,698.0,149.0,111.0
3640025,3683.0,11.0,3605.0
3662037,11070.0,364.0,10397.0
3563177,3379.0,252.0,637.0
3533445,18658.0,8008.0,8219.0
3580903,5072.0,0.0,4975.0
3534675,11140.0,5203.0,4619.0
3484643,781.0,62.0,716.0
3494183,,,
3646715,9885.0,1841.0,6286.0
3585285,19.0,0.0,9.0
3549769,3861.0,1.0,3818.0
3495907,,,
3698157,5272.0,1626.0,200.0
3564315,4519.0,71.0,4262.0
3637763,12799.0,203.0,12596.0
2995841,3931.0,3.0,3843.0
3604431,20046.0,482.0,18756.0
3571437,50.0,23.0,7.0
3576333,5278.0,449.0,3277.0
3675557,12574.0,774.0,9723.0
3543417,11853.0,1728.0,3674.0
3577421,1179.0,126.0,820.0
3543343,3549.0,626.0,415.0
3695433,380.0,32.0,348.0
3647285,6193.0,26.0,4813.0
3569475,0.0,0.0,0.0
3536145,2209.0,774.0,34.0
3513207,51144.0,3343.0,47560.0
3614891,59110.0,11205.0,35179.0
3577399,218811.0,1127.0,211424.0
3585725,5437.0,1.0,5396.0
3525617,1117.0,584.0,12.0
3533025,2038.0,103.0,279.0
3665923,5248.0,59.0,4603.0
3450913,2799.0,339.0,1610.0
3553467,2645.0,1368.0,82.0
3593795,110289.0,5279.0,101650.0
3616157,3680.0,60.0,3587.0
3524011,38784.0,2825.0,20069.0
3688607,64908.0,1146.0,56191.0
3642071,14130.0,2012.0,11787.0
3664785,14782.0,5779.0,3640.0
3575875,3156.0,72.0,2168.0
3530293,8625.0,39.0,8323.0
3683151,10080.0,1556.0,592.0
3560809,12903.0,2926.0,594.0
