user_fa,job_fa,score
10016,10001,0.020788531
10016,10003,0.00358423
10016,10005,0.005734767
10016,10007,0.113261649
10016,10008,0.001433692
10016,10009,0.002150538
10016,10010,0.025089606
10016,10011,0.000716846
10016,10012,0.002867384
10016,10013,0.023655914
10016,10014,0.102508961
10016,10015,0.005017921
10016,10016,0.585663083
10016,10017,0.006451613
10016,10018,0.009318996
10016,10020,0.008602151
10016,10028,0.002150538
10016,10030,0.000716846
10016,10033,0.032974911
10016,10035,0.000716846
10016,10038,0.002150538
10016,10040,0.012903226
10016,10042,0.000716846
10016,10044,0.002867384
10016,10046,0.000716846
10016,10049,0.000716846
10016,10050,0.000716846
10016,10053,0.018637993
10016,10056,0.001433692
10016,10057,0.005734767
10017,10001,0.062675398
10017,10003,0.009354537
10017,10005,0.028999064
10017,10007,0.050514499
10017,10008,0.004677269
10017,10009,0.005612722
10017,10010,0.073900842
10017,10011,0.005612722
10017,10012,0.002806361
10017,10013,0.064546305
10017,10014,0.185219832
10017,10015,0.004677268
10017,10016,0.001870907
10017,10017,0.031805426
10017,10018,0.042095416
10017,10020,0.079513563
10017,10028,0.005612722
10017,10030,0.001870907
10017,10033,0.210477081
10017,10034,0.002806361
10017,10038,0.020579981
10017,10040,0.00748363
10017,10042,0.012160898
10017,10044,0.001870907
10017,10046,0.002806361
10017,10049,0.012160898
10017,10053,0.039289055
10017,10055,0.000935454
10017,10056,0.002806361
10017,10057,0.025257249
10018,10001,0.01568704
10018,10003,0.005207316
10018,10005,0.00807134
10018,10007,0.007941157
10018,10008,0.004296036
10018,10009,0.006574237
10018,10010,0.0067044195
10018,10011,0.096595717
10018,10012,0.016858687
10018,10013,0.042699993
10018,10014,0.106619801
10018,10015,0.000911281
10018,10016,0.0001952745
10018,10017,0.00221311
10018,10018,0.429798868
10018,10020,0.017509601
10018,10028,0.054937186
10018,10030,0.001366921
10018,10033,0.0484280415
10018,10034,0.00937317
10018,10035,0.000585823
10018,10038,0.00670442
10018,10040,0.0011716465
10018,10042,0.005402591
10018,10044,0.005532774
10018,10046,0.009893901
10018,10047,0.003254573
10018,10049,0.000585823
10018,10050,0.00045564
10018,10053,0.057801211
10018,10055,0.009763718
10018,10056,0.004816768
10018,10057,0.012041919
10020,10001,0.014895824
10020,10003,0.0043367594
10020,10005,0.0188554724
10020,10007,0.018195532
10020,10008,0.008484963
10020,10009,0.004431036
10020,10010,0.0138587724
10020,10011,0.001696992
10020,10012,0.002262657
10020,10013,0.038842274
10020,10014,0.1151126624
10020,10015,0.010181955
10020,10016,0.001037051
10020,10017,0.003111153
10020,10018,0.017064202
10020,10020,0.325445461
10020,10028,0.002262657
10020,10030,0.002074102
10020,10033,0.2688790424
10020,10034,0.0007542194
10020,10035,0.000188555
10020,10038,0.003016876
10020,10040,0.000848496
10020,10042,0.004713868
10020,10044,0.004242481
10020,10046,0.002074102
10020,10049,0.001319883
10020,10053,0.039785047
10020,10055,0.000848496
10020,10056,0.022626566
10020,10057,0.0485528424
10028,10001,0.008497079
10028,10003,0.000796601
10028,10005,0.007036643
10028,10007,0.009426447
10028,10008,0.015002655
10028,10009,0.002788104
10028,10010,0.003850239
10028,10011,0.023898035
10028,10012,0.012745619
10028,10013,0.100371747
10028,10014,0.099707913
10028,10015,0.003584705
10028,10016,0.000132767
10028,10017,0.001062135
10028,10018,0.131306426
10028,10020,0.011816251
10028,10028,0.396707383
10028,10030,0.000531067
10028,10033,0.024827403
10028,10034,0.014737122
10028,10035,0.000265534
10028,10038,0.001991503
10028,10042,0.003584705
10028,10044,0.005974508
10028,10046,0.004779607
10028,10047,0.002655337
10028,10049,0.001460436
10028,10050,0.000132767
10028,10053,0.057753585
10028,10055,0.001194901
10028,10056,0.004115773
10028,10057,0.047265002
10030,10001,0.03815261
10030,10003,0.016064257
10030,10005,0.010040161
10030,10007,0.044176707
10030,10008,0.006024096
10030,10009,0.018072289
10030,10010,0.01004016
10030,10011,0.056224899
10030,10012,0.004016064
10030,10013,0.020080321
10030,10014,0.184738956
10030,10016,0.010040161
10030,10018,0.044176707
10030,10020,0.074297188
10030,10028,0.002008032
10030,10030,0.060240963
10030,10033,0.313253012
10030,10035,0.002008032
10030,10038,0.002008032
10030,10040,0.002008032
10030,10042,0.002008032
10030,10044,0.004016064
10030,10053,0.032128514
10030,10055,0.004016064
10030,10056,0.008032129
10030,10057,0.032128514
10033,10001,0.00851927
10033,10003,0.00842912
10033,10005,0.0104124405
10033,10007,0.0247915255
10033,10008,0.005138607
10033,10009,0.004056796
10033,10010,0.0070317795
10033,10011,0.002253775
10033,10012,0.001126888
10033,10013,0.012035159
10033,10014,0.0901510035
10033,10015,0.000631058
10033,10016,0.0002704535
10033,10017,0.003245436
10033,10018,0.015145369
10033,10020,0.0995717835
10033,10028,0.001757945
10033,10030,0.002569304
10033,10033,0.6241604695
10033,10034,0.0001803025
10033,10035,0.000225378
10033,10038,0.003831418
10033,10040,0.001622718
10033,10042,0.004282173
10033,10044,0.002253775
10033,10046,0.0004507555
10033,10047,0.0001352265
10033,10049,0.00040568
10033,10053,0.0226729775
10033,10055,0.000721209
10033,10056,0.0017128695
10033,10057,0.040207348
10034,10001,0.004816376
10034,10003,0.001806141
10034,10005,0.019265503
10034,10007,0.00602047
10034,10008,0.020469597
10034,10009,0.001806141
10034,10010,0.006622517
10034,10011,0.110174594
10034,10012,0.031908489
10034,10013,0.086694762
10034,10014,0.066225166
10034,10015,0.004816376
10034,10017,0.001204094
10034,10018,0.16435882
10034,10020,0.010836846
10034,10028,0.089704997
10034,10033,0.045755569
10034,10034,0.183624323
10034,10038,0.004816376
10034,10040,0.001806141
10034,10042,0.011438892
10034,10044,0.019265503
10034,10046,0.020469597
10034,10047,0.000602047
10034,10049,0.002408188
10034,10050,0.001204094
10034,10053,0.054786274
10034,10055,0.011438892
10034,10056,0.010836845
10034,10057,0.004816376
10035,10001,0.052631579
10035,10003,0.003289474
10035,10005,0.003289474
10035,10007,0.02631579
10035,10009,0.009868421
10035,10010,0.013157895
10035,10011,0.003289474
10035,10012,0.009868421
10035,10013,0.032894737
10035,10014,0.266447368
10035,10015,0.003289474
10035,10018,0.039473684
10035,10020,0.032894736
10035,10028,0.003289474
10035,10033,0.092105263
10035,10035,0.332236842
10035,10038,0.003289474
10035,10044,0.013157895
10035,10053,0.049342105
10035,10056,0.003289474
10035,10057,0.006578947
10038,10001,0.026197782
10038,10003,0.007316498
10038,10005,0.005664385
10038,10007,0.021005428
10038,10008,0.002124144
10038,10009,0.012272834
10038,10010,0.009912674
10038,10011,0.007788529
10038,10012,0.00118008
10038,10013,0.021005429
10038,10014,0.149162143
10038,10015,0.000472032
10038,10016,0.000472032
10038,10017,0.002124144
10038,10018,0.084021713
10038,10020,0.027141846
10038,10028,0.008732594
10038,10030,0.001416096
10038,10033,0.117772009
10038,10034,0.000708048
10038,10035,0.000472032
10038,10038,0.342223271
10038,10040,0.010620722
10038,10042,0.018173236
10038,10044,0.009204626
10038,10046,0.00118008
10038,10047,0.000472032
10038,10049,0.000944064
10038,10053,0.081425537
10038,10055,0.001652112
10038,10056,0.002832193
10038,10057,0.024309653
10040,10001,0.013986014
10040,10005,0.01048951
10040,10007,0.031468531
10040,10009,0.017482517
10040,10010,0.017482517
10040,10011,0.052447552
10040,10012,0.006993007
10040,10013,0.020979021
10040,10014,0.083916084
10040,10015,0.006993007
10040,10016,0.01048951
10040,10017,0.02097902
10040,10018,0.171328671
10040,10020,0.083916083
10040,10028,0.003496503
10040,10033,0.188811188
10040,10035,0.006993007
10040,10038,0.013986014
10040,10040,0.16083916
10040,10042,0.003496503
10040,10044,0.013986014
10040,10047,0.003496503
10040,10053,0.003496503
10040,10055,0.006993007
10040,10056,0.024475524
10040,10057,0.02097902
10042,10001,0.016120066
10042,10003,0.004446915
10042,10005,0.005558644
10042,10007,0.022790439
10042,10008,0.000555864
10042,10009,0.010561423
10042,10010,0.004446915
10042,10011,0.005002779
10042,10012,0.000555864
10042,10013,0.013340745
10042,10014,0.112284603
10042,10015,0.001667593
10042,10016,0.002223457
10042,10017,0.000555864
10042,10018,0.036687048
10042,10020,0.082267926
10042,10028,0.007226237
10042,10030,0.001111729
10042,10033,0.160644803
10042,10034,0.000555864
10042,10035,0.000555864
10042,10038,0.03557532
10042,10040,0.001667593
10042,10042,0.381322957
10042,10044,0.040022235
10042,10053,0.022790438
10042,10055,0.005558643
10042,10056,0.00500278
10042,10057,0.018899388
10044,10001,0.031565246
10044,10003,0.003579564
10044,10005,0.021151969
10044,10007,0.016921575
10044,10008,0.016921575
10044,10009,0.006508298
10044,10010,0.01789782
10044,10011,0.004881224
10044,10012,0.002928735
10044,10013,0.032216076
10044,10014,0.198828506
10044,10015,0.014318256
10044,10017,0.00065083
10044,10018,0.045232672
10044,10020,0.029938171
10044,10028,0.022453628
10044,10030,0.000325415
10044,10033,0.065408396
10044,10034,0.014969086
10044,10035,0.000325415
10044,10038,0.002277905
10044,10040,0.000976245
10044,10042,0.076147088
10044,10044,0.25414904
10044,10046,0.010087862
10044,10049,0.004881224
10044,10050,0.00065083
10044,10053,0.043931012
10044,10055,0.002277905
10044,10056,0.027334851
10044,10057,0.030263586
10046,10001,0.018181819
10046,10003,0.004081633
10046,10005,0.016326531
10046,10007,0.011502783
10046,10008,0.002226345
10046,10009,0.010389611
10046,10010,0.014842301
10046,10011,0.047124304
10046,10012,0.01187384
10046,10013,0.063821892
10046,10014,0.133209648
10046,10015,0.008534323
10046,10016,0.000371058
10046,10017,0.00296846
10046,10018,0.296846011
10046,10020,0.027087199
10046,10028,0.058627087
10046,10030,0.000742116
10046,10033,0.045640075
10046,10034,0.010018553
10046,10038,0.005565863
10046,10040,0.000371058
10046,10042,0.010018553
10046,10044,0.010760668
10046,10046,0.060482375
10046,10047,0.001855288
10046,10049,0.000371058
10046,10053,0.073840446
10046,10055,0.004452691
10046,10056,0.034508349
10046,10057,0.013358071
10047,10001,0.018445323
10047,10003,0.010540184
10047,10005,0.009222661
10047,10007,0.009222661
10047,10008,0.009222661
10047,10009,0.006587615
10047,10010,0.009222661
10047,10011,0.12911726
10047,10012,0.025032938
10047,10013,0.055335968
10047,10014,0.123847167
10047,10018,0.299077734
10047,10020,0.007905138
10047,10028,0.046113307
10047,10033,0.035573122
10047,10034,0.028985507
10047,10035,0.001317523
10047,10038,0.014492754
10047,10040,0.001317523
10047,10042,0.014492753
10047,10044,0.0171278
10047,10046,0.009222661
10047,10047,0.04743083
10047,10053,0.039525692
10047,10055,0.01317523
10047,10056,0.007905138
10047,10057,0.010540184
10049,10001,0.028011204
10049,10003,0.005602241
10049,10005,0.019607843
10049,10007,0.067226891
10049,10008,0.008403361
10049,10009,0.005602241
10049,10010,0.025210084
10049,10013,0.165266106
10049,10014,0.207282913
10049,10015,0.056022409
10049,10017,0.011204481
10049,10018,0.016806722
10049,10020,0.070028011
10049,10028,0.019607843
10049,10033,0.089635854
10049,10034,0.00280112
10049,10038,0.011204482
10049,10044,0.00280112
10049,10046,0.00280112
10049,10049,0.117647059
10049,10053,0.030812325
10049,10056,0.016806722
10049,10057,0.019607843
10050,10001,0.031372549
10050,10003,0.011764706
10050,10005,0.021568627
10050,10007,0.007843138
10050,10008,0.1
10050,10009,0.005882353
10050,10010,0.015686274
10050,10011,0.029411765
10050,10012,0.005882353
10050,10013,0.050980392
10050,10014,0.162745098
10050,10015,0.009803922
10050,10016,0.001960784
10050,10017,0.003921568
10050,10018,0.119607843
10050,10020,0.011764706
10050,10028,0.056862745
10050,10033,0.072549019
10050,10034,0.009803921
10050,10035,0.007843137
10050,10038,0.001960784
10050,10040,0.001960784
10050,10044,0.045098039
10050,10046,0.003921568
10050,10047,0.007843137
10050,10049,0.005882353
10050,10050,0.111764706
10050,10053,0.05490196
10050,10055,0.003921569
10050,10056,0.001960784
10050,10057,0.023529412
10053,10001,0.082813892
10053,10003,0.007569012
10053,10005,0.023152271
10053,10007,0.019145147
10053,10008,0.005788068
10053,10009,0.003116652
10053,10010,0.015583259
10053,10011,0.016918967
10053,10012,0.023152271
10053,10013,0.087711487
10053,10014,0.301869991
10053,10015,0.00667854
10053,10017,0.00222618
10053,10018,0.074799644
10053,10020,0.019590383
10053,10028,0.016473731
10053,10030,0.000445236
10053,10033,0.067675869
10053,10034,0.003561888
10053,10038,0.000890472
10053,10042,0.00222618
10053,10044,0.004897596
10053,10046,0.000890472
10053,10047,0.000445236
10053,10049,0.00222618
10053,10053,0.190560998
10053,10055,0.001780944
10053,10056,0.005788068
10053,10057,0.012021372
10055,10001,0.004444444
10055,10003,0.000555556
10055,10005,0.017222222
10055,10007,0.002777778
10055,10009,0.001666667
10055,10010,0.002222222
10055,10011,0.095
10055,10012,0.001666667
10055,10013,0.036666667
10055,10014,0.032777778
10055,10018,0.025555556
10055,10020,0.004444444
10055,10028,0.000555556
10055,10033,0.167222222
10055,10034,0.003888889
10055,10038,0.000555556
10055,10042,0.001666667
10055,10044,0.005
10055,10046,0.003888889
10055,10053,0.011111111
10055,10055,0.532222222
10055,10056,0.048333333
10055,10057,0.000555556
10056,10001,0.009444087
10056,10003,0.000858553
10056,10005,0.004078128
10056,10007,0.003434213
10056,10008,0.000429276
10056,10009,0.000858553
10056,10010,0.004507405
10056,10011,0.002146383
10056,10012,0.001717107
10056,10013,0.247048722
10056,10014,0.086928525
10056,10015,0.007512342
10056,10018,0.00515132
10056,10020,0.024039494
10056,10028,0.001073192
10056,10030,0.000214638
10056,10033,0.009873363
10056,10034,0.001717106
10056,10035,0.000214638
10056,10038,0.000429277
10056,10042,0.001073191
10056,10044,0.006009873
10056,10046,0.005365958
10056,10053,0.017385705
10056,10055,0.010731916
10056,10056,0.543464262
10056,10057,0.004292767
10057,10001,0.045640542
10057,10003,0.004091911
10057,10005,0.013534781
10057,10007,0.024551464
10057,10008,0.00535096
10057,10009,0.00661001
10057,10010,0.013849543
10057,10011,0.004721435
10057,10012,0.015423356
10057,10013,0.02014479
10057,10014,0.293673277
10057,10015,0.000944287
10057,10017,0.000944287
10057,10018,0.043751968
10057,10020,0.035253383
10057,10028,0.005036198
10057,10030,0.001259049
10057,10033,0.165564998
10057,10035,0.000629525
10057,10038,0.006924771
10057,10042,0.002203337
10057,10044,0.003777148
10057,10046,0.000314762
10057,10053,0.122127793
10057,10056,0.002203336
10057,10057,0.161473088
