job_minsal,user_ctc,min_salary_score
Rs 2.0 - 2.5 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.018611639
Rs 2.0 - 2.5 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.001189309
Rs 2.0 - 2.5 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.015356688
Rs 2.0 - 2.5 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.009869176
Rs 2.0 - 2.5 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.005863083
Rs 2.0 - 2.5 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.00490329
Rs 2.0 - 2.5 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.002816784
Rs 2.5 - 3.0 Lakh / Yr,"< Rs 50,000 / Yr",0.000789751
Rs 2.5 - 3.0 Lakh / Yr,Rs 0 / Yr,0.183222183
Rs 2.5 - 3.0 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.061951562
Rs 2.5 - 3.0 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.063531064
Rs 2.5 - 3.0 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.006756757
Rs 2.5 - 3.0 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.004914005
Rs 2.5 - 3.0 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.003159003
Rs 2.5 - 3.0 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.000702001
Rs 2.5 - 3.0 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.001755002
Rs 2.5 - 3.0 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.135222885
Rs 2.5 - 3.0 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.113022113
Rs 2.5 - 3.0 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.001404001
Rs 2.5 - 3.0 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.0001755
Rs 2.5 - 3.0 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.000614251
Rs 2.5 - 3.0 Lakh / Yr,Rs 26 - 28 Lakh / Yr,0.00026325
Rs 2.5 - 3.0 Lakh / Yr,Rs 28 - 30 Lakh / Yr,0.000526501
Rs 2.5 - 3.0 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.164443664
Rs 2.5 - 3.0 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.074499824
Rs 2.5 - 3.0 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.000789751
Rs 2.5 - 3.0 Lakh / Yr,Rs 34 - 36 Lakh / Yr,0.00026325
Rs 2.5 - 3.0 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.063882064
Rs 2.5 - 3.0 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.025886276
Rs 2.5 - 3.0 Lakh / Yr,Rs 40 - 42 Lakh / Yr,0.00026325
Rs 2.5 - 3.0 Lakh / Yr,Rs 44 - 46 Lakh / Yr,8.78E-05
Rs 2.5 - 3.0 Lakh / Yr,Rs 48 - 50 Lakh / Yr,8.78E-05
Rs 2.5 - 3.0 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.038610039
Rs 2.5 - 3.0 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.000877501
Rs 2.5 - 3.0 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.006230256
Rs 2.5 - 3.0 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.022815023
Rs 2.5 - 3.0 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.00982801
Rs 2.5 - 3.0 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.008511759
Rs 2.5 - 3.0 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.004914005
Rs 20 - 22 Lakh / Yr,Rs 0 / Yr,0.079452055
Rs 20 - 22 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.019178082
Rs 20 - 22 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.008219178
Rs 20 - 22 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.04109589
Rs 20 - 22 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.087671233
Rs 20 - 22 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.090410959
Rs 20 - 22 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.043835616
Rs 20 - 22 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.073972603
Rs 20 - 22 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.046575342
Rs 20 - 22 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.024657534
Rs 20 - 22 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.054794521
Rs 20 - 22 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.038356164
Rs 20 - 22 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.082191781
Rs 20 - 22 Lakh / Yr,Rs 26 - 28 Lakh / Yr,0.01369863
Rs 20 - 22 Lakh / Yr,Rs 28 - 30 Lakh / Yr,0.010958904
Rs 20 - 22 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.024657534
Rs 20 - 22 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.035616438
Rs 20 - 22 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.019178082
Rs 20 - 22 Lakh / Yr,Rs 34 - 36 Lakh / Yr,0.010958904
Rs 20 - 22 Lakh / Yr,Rs 36 - 38 Lakh / Yr,0.002739726
Rs 20 - 22 Lakh / Yr,Rs 38 - 40 Lakh / Yr,0.010958904
Rs 20 - 22 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.030136986
Rs 20 - 22 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.019178082
Rs 20 - 22 Lakh / Yr,Rs 40 - 42 Lakh / Yr,0.005479452
Rs 20 - 22 Lakh / Yr,Rs 48 - 50 Lakh / Yr,0.002739726
Rs 20 - 22 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.02739726
Rs 20 - 22 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.005479452
Rs 20 - 22 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.008219178
Rs 20 - 22 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.019178082
Rs 20 - 22 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.032876712
Rs 20 - 22 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.016438356
Rs 20 - 22 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.01369863
Rs 22 - 24 Lakh / Yr,Rs 0 / Yr,0.110655738
Rs 22 - 24 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.069672131
Rs 22 - 24 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.028688525
Rs 22 - 24 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.045081967
Rs 22 - 24 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.045081967
Rs 22 - 24 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.045081967
Rs 22 - 24 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.032786885
Rs 22 - 24 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.040983607
Rs 22 - 24 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.057377049
Rs 22 - 24 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.032786885
Rs 22 - 24 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.049180328
Rs 22 - 24 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.053278689
Rs 22 - 24 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.073770492
Rs 22 - 24 Lakh / Yr,Rs 26 - 28 Lakh / Yr,0.032786885
Rs 22 - 24 Lakh / Yr,Rs 28 - 30 Lakh / Yr,0.020491803
Rs 22 - 24 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.020491803
Rs 22 - 24 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.024590164
Rs 22 - 24 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.020491803
Rs 22 - 24 Lakh / Yr,Rs 32 - 34 Lakh / Yr,0.032786885
Rs 22 - 24 Lakh / Yr,Rs 34 - 36 Lakh / Yr,0.012295082
Rs 22 - 24 Lakh / Yr,Rs 36 - 38 Lakh / Yr,0.004098361
Rs 22 - 24 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.008196721
Rs 22 - 24 Lakh / Yr,Rs 40 - 42 Lakh / Yr,0.016393443
Rs 22 - 24 Lakh / Yr,Rs 44 - 46 Lakh / Yr,0.008196721
Rs 22 - 24 Lakh / Yr,Rs 48 - 50 Lakh / Yr,0.004098361
Rs 22 - 24 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.020491803
Rs 22 - 24 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.024590164
Rs 22 - 24 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.032786885
Rs 22 - 24 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.004098361
Rs 22 - 24 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.012295082
Rs 22 - 24 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.016393443
Rs 24 - 26 Lakh / Yr,"< Rs 50,000 / Yr",0.012345679
Rs 24 - 26 Lakh / Yr,Rs 0 / Yr,0.055555556
Rs 24 - 26 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.024691358
Rs 24 - 26 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.00617284
Rs 24 - 26 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.049382716
Rs 24 - 26 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.049382716
Rs 24 - 26 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.037037037
Rs 24 - 26 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.030864198
Rs 24 - 26 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.080246914
Rs 24 - 26 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.012345679
Rs 24 - 26 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.018518519
Rs 24 - 26 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.030864198
Rs 24 - 26 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.086419753
Rs 24 - 26 Lakh / Yr,Rs 26 - 28 Lakh / Yr,0.024691358
Rs 24 - 26 Lakh / Yr,Rs 28 - 30 Lakh / Yr,0.030864198
Rs 24 - 26 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.024691358
Rs 24 - 26 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.018518519
Rs 24 - 26 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.049382716
Rs 24 - 26 Lakh / Yr,Rs 36 - 38 Lakh / Yr,0.024691358
Rs 24 - 26 Lakh / Yr,Rs 38 - 40 Lakh / Yr,0.00617284
Rs 24 - 26 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.037037037
Rs 24 - 26 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.037037037
Rs 24 - 26 Lakh / Yr,Rs 40 - 42 Lakh / Yr,0.018518519
Rs 24 - 26 Lakh / Yr,Rs 42 - 44 Lakh / Yr,0.00617284
Rs 24 - 26 Lakh / Yr,Rs 44 - 46 Lakh / Yr,0.018518519
Rs 24 - 26 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.037037037
Rs 24 - 26 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.030864198
Rs 24 - 26 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.043209877
Rs 24 - 26 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.049382716
Rs 24 - 26 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.030864198
Rs 24 - 26 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.018518519
Rs 26 - 28 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.055555556
Rs 26 - 28 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.055555556
Rs 26 - 28 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.055555556
Rs 26 - 28 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.111111111
Rs 26 - 28 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.111111111
Rs 26 - 28 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.055555556
Rs 26 - 28 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.055555556
Rs 26 - 28 Lakh / Yr,Rs 26 - 28 Lakh / Yr,0.055555556
Rs 26 - 28 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.111111111
Rs 26 - 28 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.055555556
Rs 26 - 28 Lakh / Yr,Rs 34 - 36 Lakh / Yr,0.055555556
Rs 26 - 28 Lakh / Yr,Rs 38 - 40 Lakh / Yr,0.055555556
Rs 26 - 28 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.055555556
Rs 26 - 28 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.055555556
Rs 26 - 28 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.055555556
Rs 28 - 30 Lakh / Yr,Rs 0 / Yr,0.151515152
Rs 28 - 30 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.060606061
Rs 28 - 30 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.03030303
Rs 28 - 30 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.03030303
Rs 28 - 30 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.121212121
Rs 28 - 30 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.03030303
Rs 28 - 30 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.03030303
Rs 28 - 30 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.03030303
Rs 28 - 30 Lakh / Yr,Rs 28 - 30 Lakh / Yr,0.060606061
Rs 28 - 30 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.090909091
Rs 28 - 30 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.03030303
Rs 28 - 30 Lakh / Yr,Rs 32 - 34 Lakh / Yr,0.03030303
Rs 28 - 30 Lakh / Yr,Rs 34 - 36 Lakh / Yr,0.03030303
Rs 28 - 30 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.03030303
Rs 28 - 30 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.03030303
Rs 28 - 30 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.03030303
Rs 28 - 30 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.03030303
Rs 28 - 30 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.090909091
Rs 28 - 30 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.03030303
Rs 28 - 30 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.03030303
Rs 3.0 - 3.5 Lakh / Yr,"< Rs 50,000 / Yr",0.00074528
Rs 3.0 - 3.5 Lakh / Yr,Rs 0 / Yr,0.111791984
Rs 3.0 - 3.5 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.042894998
Rs 3.0 - 3.5 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.050513415
Rs 3.0 - 3.5 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.010185492
Rs 3.0 - 3.5 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.005962239
Rs 3.0 - 3.5 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.004554488
Rs 3.0 - 3.5 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.001987413
Rs 3.0 - 3.5 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.001407751
Rs 3.0 - 3.5 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.119161974
Rs 3.0 - 3.5 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.059788009
Rs 3.0 - 3.5 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.001821795
Rs 3.0 - 3.5 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.000496853
Rs 3.0 - 3.5 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.001738986
Rs 3.0 - 3.5 Lakh / Yr,Rs 26 - 28 Lakh / Yr,0.000248427
Rs 3.0 - 3.5 Lakh / Yr,Rs 28 - 30 Lakh / Yr,0.000579662
Rs 3.0 - 3.5 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.180192117
Rs 3.0 - 3.5 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.097631666
Rs 3.0 - 3.5 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.000496853
Rs 3.0 - 3.5 Lakh / Yr,Rs 32 - 34 Lakh / Yr,0.000414044
Rs 3.0 - 3.5 Lakh / Yr,Rs 34 - 36 Lakh / Yr,0.000331236
Rs 3.0 - 3.5 Lakh / Yr,Rs 36 - 38 Lakh / Yr,0.000331236
Rs 3.0 - 3.5 Lakh / Yr,Rs 38 - 40 Lakh / Yr,0.000248427
Rs 3.0 - 3.5 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.100033124
Rs 3.0 - 3.5 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.051921166
Rs 3.0 - 3.5 Lakh / Yr,Rs 40 - 42 Lakh / Yr,8.28E-05
Rs 3.0 - 3.5 Lakh / Yr,Rs 42 - 44 Lakh / Yr,8.28E-05
Rs 3.0 - 3.5 Lakh / Yr,Rs 44 - 46 Lakh / Yr,8.28E-05
Rs 3.0 - 3.5 Lakh / Yr,Rs 48 - 50 Lakh / Yr,0.000165618
Rs 3.0 - 3.5 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.065336204
Rs 3.0 - 3.5 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.000993707
Rs 3.0 - 3.5 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.003229546
Rs 3.0 - 3.5 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.04421994
Rs 3.0 - 3.5 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.018797615
Rs 3.0 - 3.5 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.012338523
Rs 3.0 - 3.5 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.009191785
Rs 3.5 - 4.0 Lakh / Yr,"< Rs 50,000 / Yr",0.000621504
Rs 3.5 - 4.0 Lakh / Yr,Rs 0 / Yr,0.078620261
Rs 3.5 - 4.0 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.021441889
Rs 3.5 - 4.0 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.044437539
Rs 3.5 - 4.0 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.012430081
Rs 3.5 - 4.0 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.006836544
Rs 3.5 - 4.0 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.002486016
Rs 3.5 - 4.0 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.000932256
Rs 3.5 - 4.0 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.000621504
Rs 3.5 - 4.0 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.107830951
Rs 3.5 - 4.0 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.053760099
Rs 3.5 - 4.0 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.001243008
Rs 3.5 - 4.0 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.000310752
Rs 3.5 - 4.0 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.001243008
Rs 3.5 - 4.0 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.115910503
Rs 3.5 - 4.0 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.114978247
Rs 3.5 - 4.0 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.000310752
Rs 3.5 - 4.0 Lakh / Yr,Rs 36 - 38 Lakh / Yr,0.000310752
Rs 3.5 - 4.0 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.111559975
Rs 3.5 - 4.0 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.065257924
Rs 3.5 - 4.0 Lakh / Yr,Rs 46 - 48 Lakh / Yr,0.000310752
Rs 3.5 - 4.0 Lakh / Yr,Rs 48 - 50 Lakh / Yr,0.000310752
Rs 3.5 - 4.0 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.110006215
Rs 3.5 - 4.0 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.000310752
Rs 3.5 - 4.0 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.00155376
Rs 3.5 - 4.0 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.077066501
Rs 3.5 - 4.0 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.042883779
Rs 3.5 - 4.0 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.020198881
Rs 3.5 - 4.0 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.00621504
Rs 30 - 32 Lakh / Yr,Rs 0 / Yr,0.010204082
Rs 30 - 32 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.010204082
Rs 30 - 32 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.020408163
Rs 30 - 32 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.081632653
Rs 30 - 32 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.040816327
Rs 30 - 32 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.030612245
Rs 30 - 32 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.020408163
Rs 30 - 32 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.020408163
Rs 30 - 32 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.010204082
Rs 30 - 32 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.020408163
Rs 30 - 32 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.010204082
Rs 30 - 32 Lakh / Yr,Rs 26 - 28 Lakh / Yr,0.010204082
Rs 30 - 32 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.173469388
Rs 30 - 32 Lakh / Yr,Rs 32 - 34 Lakh / Yr,0.102040816
Rs 30 - 32 Lakh / Yr,Rs 34 - 36 Lakh / Yr,0.091836735
Rs 30 - 32 Lakh / Yr,Rs 36 - 38 Lakh / Yr,0.102040816
Rs 30 - 32 Lakh / Yr,Rs 38 - 40 Lakh / Yr,0.020408163
Rs 30 - 32 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.010204082
Rs 30 - 32 Lakh / Yr,Rs 40 - 42 Lakh / Yr,0.081632653
Rs 30 - 32 Lakh / Yr,Rs 44 - 46 Lakh / Yr,0.010204082
Rs 30 - 32 Lakh / Yr,Rs 46 - 48 Lakh / Yr,0.010204082
Rs 30 - 32 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.030612245
Rs 30 - 32 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.010204082
Rs 30 - 32 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.020408163
Rs 30 - 32 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.010204082
Rs 30 - 32 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.010204082
Rs 30 - 32 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.030612245
Rs 32 - 34 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.166666667
Rs 32 - 34 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.166666667
Rs 32 - 34 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.166666667
Rs 32 - 34 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.333333333
Rs 32 - 34 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.166666667
Rs 34 - 36 Lakh / Yr,Rs 0 / Yr,0.055555556
Rs 34 - 36 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.027777778
Rs 34 - 36 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.055555556
Rs 34 - 36 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.055555556
Rs 34 - 36 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.055555556
Rs 34 - 36 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.083333333
Rs 34 - 36 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.055555556
Rs 34 - 36 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.027777778
Rs 34 - 36 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.055555556
Rs 34 - 36 Lakh / Yr,Rs 28 - 30 Lakh / Yr,0.027777778
Rs 34 - 36 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.138888889
Rs 34 - 36 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.055555556
Rs 34 - 36 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.027777778
Rs 34 - 36 Lakh / Yr,Rs 34 - 36 Lakh / Yr,0.027777778
Rs 34 - 36 Lakh / Yr,Rs 36 - 38 Lakh / Yr,0.027777778
Rs 34 - 36 Lakh / Yr,Rs 40 - 42 Lakh / Yr,0.055555556
Rs 34 - 36 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.027777778
Rs 34 - 36 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.027777778
Rs 34 - 36 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.055555556
Rs 34 - 36 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.027777778
Rs 34 - 36 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.027777778
Rs 36 - 38 Lakh / Yr,Rs 0 / Yr,0.113207547
Rs 36 - 38 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.037735849
Rs 36 - 38 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.018867925
Rs 36 - 38 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.028301887
Rs 36 - 38 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.047169811
Rs 36 - 38 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.037735849
Rs 36 - 38 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.018867925
Rs 36 - 38 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.037735849
Rs 36 - 38 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.009433962
Rs 36 - 38 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.018867925
Rs 36 - 38 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.018867925
Rs 36 - 38 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.037735849
Rs 36 - 38 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.056603774
Rs 36 - 38 Lakh / Yr,Rs 28 - 30 Lakh / Yr,0.018867925
Rs 36 - 38 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.056603774
Rs 36 - 38 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.009433962
Rs 36 - 38 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.056603774
