job_maxsal,user_ctc,max_salary_score
Rs 46 - 48 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.026315789
Rs 48 - 50 Lakh / Yr,Rs 0 / Yr,0.195652174
Rs 48 - 50 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.086956522
Rs 48 - 50 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.043478261
Rs 48 - 50 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.043478261
Rs 48 - 50 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.043478261
Rs 48 - 50 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.043478261
Rs 48 - 50 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.02173913
Rs 48 - 50 Lakh / Yr,Rs 28 - 30 Lakh / Yr,0.02173913
Rs 48 - 50 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.108695652
Rs 48 - 50 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.043478261
Rs 48 - 50 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.043478261
Rs 48 - 50 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.130434783
Rs 48 - 50 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.086956522
Rs 48 - 50 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.02173913
Rs 48 - 50 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.065217391
Rs 5 - 6 Lakh / Yr,"< Rs 50,000 / Yr",0.000908565
Rs 5 - 6 Lakh / Yr,Rs 0 / Yr,0.158503345
Rs 5 - 6 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.048979929
Rs 5 - 6 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.05418353
Rs 5 - 6 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.007681507
Rs 5 - 6 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.005533989
Rs 5 - 6 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.00313868
Rs 5 - 6 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.000908565
Rs 5 - 6 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.001486743
Rs 5 - 6 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.14817874
Rs 5 - 6 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.07433716
Rs 5 - 6 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.001734534
Rs 5 - 6 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.000330387
Rs 5 - 6 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.000991162
Rs 5 - 6 Lakh / Yr,Rs 28 - 30 Lakh / Yr,0.000247791
Rs 5 - 6 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.153299744
Rs 5 - 6 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.090195755
Rs 5 - 6 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.000330387
Rs 5 - 6 Lakh / Yr,Rs 32 - 34 Lakh / Yr,8.26E-05
Rs 5 - 6 Lakh / Yr,Rs 34 - 36 Lakh / Yr,8.26E-05
Rs 5 - 6 Lakh / Yr,Rs 36 - 38 Lakh / Yr,0.000495581
Rs 5 - 6 Lakh / Yr,Rs 38 - 40 Lakh / Yr,8.26E-05
Rs 5 - 6 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.088461221
Rs 5 - 6 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.04501528
Rs 5 - 6 Lakh / Yr,Rs 42 - 44 Lakh / Yr,8.26E-05
Rs 5 - 6 Lakh / Yr,Rs 48 - 50 Lakh / Yr,0.000247791
Rs 5 - 6 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.050466672
Rs 5 - 6 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.000743372
Rs 5 - 6 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.003964649
Rs 5 - 6 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.028495911
Rs 5 - 6 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.015775997
Rs 5 - 6 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.009829025
Rs 5 - 6 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.005203601
Rs 50 - 50 Lakh / Yr,Rs 0 / Yr,0.188087774
Rs 50 - 50 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.040752351
Rs 50 - 50 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.040752351
Rs 50 - 50 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.037617555
Rs 50 - 50 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.018808777
Rs 50 - 50 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.018808777
Rs 50 - 50 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.003134796
Rs 50 - 50 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.009404389
Rs 50 - 50 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.10031348
Rs 50 - 50 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.018808777
Rs 50 - 50 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.006269592
Rs 50 - 50 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.003134796
Rs 50 - 50 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.009404389
Rs 50 - 50 Lakh / Yr,Rs 26 - 28 Lakh / Yr,0.009404389
Rs 50 - 50 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.094043887
Rs 50 - 50 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.040752351
Rs 50 - 50 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.006269592
Rs 50 - 50 Lakh / Yr,Rs 34 - 36 Lakh / Yr,0.003134796
Rs 50 - 50 Lakh / Yr,Rs 36 - 38 Lakh / Yr,0.003134796
Rs 50 - 50 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.056426332
Rs 50 - 50 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.047021944
Rs 50 - 50 Lakh / Yr,Rs 40 - 42 Lakh / Yr,0.006269592
Rs 50 - 50 Lakh / Yr,Rs 44 - 46 Lakh / Yr,0.003134796
Rs 50 - 50 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.05015674
Rs 50 - 50 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.015673981
Rs 50 - 50 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.012539185
Rs 50 - 50 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.062695925
Rs 50 - 50 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.043887147
Rs 50 - 50 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.034482759
Rs 50 - 50 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.015673981
"Rs 50,000 - 1 Lakh / Yr","< Rs 50,000 / Yr",0.002352941
"Rs 50,000 - 1 Lakh / Yr",Rs 0 / Yr,0.527058824
"Rs 50,000 - 1 Lakh / Yr",Rs 1.0 - 1.5 Lakh / Yr,0.108235294
"Rs 50,000 - 1 Lakh / Yr",Rs 1.5 - 2.0 Lakh / Yr,0.058823529
"Rs 50,000 - 1 Lakh / Yr",Rs 10 - 12 Lakh / Yr,0.002352941
"Rs 50,000 - 1 Lakh / Yr",Rs 12 - 14 Lakh / Yr,0.004705882
"Rs 50,000 - 1 Lakh / Yr",Rs 16 - 18 Lakh / Yr,0.002352941
"Rs 50,000 - 1 Lakh / Yr",Rs 18 - 20 Lakh / Yr,0.002352941
"Rs 50,000 - 1 Lakh / Yr",Rs 2.0 - 2.5 Lakh / Yr,0.105882353
"Rs 50,000 - 1 Lakh / Yr",Rs 2.5 - 3.0 Lakh / Yr,0.049411765
"Rs 50,000 - 1 Lakh / Yr",Rs 20 - 22 Lakh / Yr,0.004705882
"Rs 50,000 - 1 Lakh / Yr",Rs 3.0 - 3.5 Lakh / Yr,0.044705882
"Rs 50,000 - 1 Lakh / Yr",Rs 3.5 - 4.0 Lakh / Yr,0.028235294
"Rs 50,000 - 1 Lakh / Yr",Rs 4.0 - 4.5 Lakh / Yr,0.016470588
"Rs 50,000 - 1 Lakh / Yr",Rs 4.5 - 5.0 Lakh / Yr,0.002352941
"Rs 50,000 - 1 Lakh / Yr",Rs 5 - 6 Lakh / Yr,0.004705882
"Rs 50,000 - 1 Lakh / Yr","Rs 50,000 - 1 Lakh / Yr",0.009411765
"Rs 50,000 - 1 Lakh / Yr",Rs 6 - 7 Lakh / Yr,0.014117647
"Rs 50,000 - 1 Lakh / Yr",Rs 7 - 8 Lakh / Yr,0.004705882
"Rs 50,000 - 1 Lakh / Yr",Rs 8 - 9 Lakh / Yr,0.004705882
"Rs 50,000 - 1 Lakh / Yr",Rs 9 - 10 Lakh / Yr,0.002352941
Rs 6 - 7 Lakh / Yr,"< Rs 50,000 / Yr",0.000317158
Rs 6 - 7 Lakh / Yr,Rs 0 / Yr,0.112591183
Rs 6 - 7 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.041864891
Rs 6 - 7 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.043926419
Rs 6 - 7 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.010466223
Rs 6 - 7 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.005867428
Rs 6 - 7 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.004440216
Rs 6 - 7 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.001268633
Rs 6 - 7 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.001427212
Rs 6 - 7 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.113542658
Rs 6 - 7 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.067237552
Rs 6 - 7 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.000951475
Rs 6 - 7 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.000475737
Rs 6 - 7 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.000792896
Rs 6 - 7 Lakh / Yr,Rs 26 - 28 Lakh / Yr,0.000475737
Rs 6 - 7 Lakh / Yr,Rs 28 - 30 Lakh / Yr,0.000634317
Rs 6 - 7 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.14779575
Rs 6 - 7 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.084205519
Rs 6 - 7 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.000634317
Rs 6 - 7 Lakh / Yr,Rs 32 - 34 Lakh / Yr,0.000158579
Rs 6 - 7 Lakh / Yr,Rs 36 - 38 Lakh / Yr,0.000158579
Rs 6 - 7 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.098001903
Rs 6 - 7 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.05661275
Rs 6 - 7 Lakh / Yr,Rs 42 - 44 Lakh / Yr,0.000158579
Rs 6 - 7 Lakh / Yr,Rs 44 - 46 Lakh / Yr,0.000158579
Rs 6 - 7 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.104503647
Rs 6 - 7 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.000317158
Rs 6 - 7 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.00364732
Rs 6 - 7 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.052648271
Rs 6 - 7 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.024896924
Rs 6 - 7 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.012052014
Rs 6 - 7 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.007770377
Rs 7 - 8 Lakh / Yr,"< Rs 50,000 / Yr",0.00078416
Rs 7 - 8 Lakh / Yr,Rs 0 / Yr,0.079396197
Rs 7 - 8 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.033326799
Rs 7 - 8 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.030386199
Rs 7 - 8 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.014899039
Rs 7 - 8 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.01117428
Rs 7 - 8 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.00646932
Rs 7 - 8 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.00352872
Rs 7 - 8 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.00274456
Rs 7 - 8 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.078612037
Rs 7 - 8 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.048421878
Rs 7 - 8 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.00254852
Rs 7 - 8 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.00058812
Rs 7 - 8 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.00215644
Rs 7 - 8 Lakh / Yr,Rs 26 - 28 Lakh / Yr,0.00058812
Rs 7 - 8 Lakh / Yr,Rs 28 - 30 Lakh / Yr,0.0009802
Rs 7 - 8 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.144481474
Rs 7 - 8 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.083905117
Rs 7 - 8 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.00117624
Rs 7 - 8 Lakh / Yr,Rs 32 - 34 Lakh / Yr,0.00039208
Rs 7 - 8 Lakh / Yr,Rs 34 - 36 Lakh / Yr,0.00039208
Rs 7 - 8 Lakh / Yr,Rs 36 - 38 Lakh / Yr,0.00019604
Rs 7 - 8 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.109390316
Rs 7 - 8 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.059988238
Rs 7 - 8 Lakh / Yr,Rs 40 - 42 Lakh / Yr,0.00039208
Rs 7 - 8 Lakh / Yr,Rs 46 - 48 Lakh / Yr,0.00019604
Rs 7 - 8 Lakh / Yr,Rs 48 - 50 Lakh / Yr,0.00019604
Rs 7 - 8 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.099392276
Rs 7 - 8 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.0019604
Rs 7 - 8 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.0039208
Rs 7 - 8 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.096451676
Rs 7 - 8 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.036267399
Rs 7 - 8 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.026857479
Rs 7 - 8 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.017839639
Rs 8 - 9 Lakh / Yr,"< Rs 50,000 / Yr",0.000356125
Rs 8 - 9 Lakh / Yr,Rs 0 / Yr,0.061965812
Rs 8 - 9 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.01531339
Rs 8 - 9 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.017450142
Rs 8 - 9 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.026709402
Rs 8 - 9 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.013888889
Rs 8 - 9 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.009259259
Rs 8 - 9 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.003205128
Rs 8 - 9 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.000712251
Rs 8 - 9 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.052350427
Rs 8 - 9 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.030270655
Rs 8 - 9 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.003205128
Rs 8 - 9 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.001068376
Rs 8 - 9 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.002492877
Rs 8 - 9 Lakh / Yr,Rs 26 - 28 Lakh / Yr,0.001068376
Rs 8 - 9 Lakh / Yr,Rs 28 - 30 Lakh / Yr,0.000356125
Rs 8 - 9 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.073717949
Rs 8 - 9 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.076210826
Rs 8 - 9 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.001424501
Rs 8 - 9 Lakh / Yr,Rs 32 - 34 Lakh / Yr,0.000712251
Rs 8 - 9 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.100071225
Rs 8 - 9 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.082977208
Rs 8 - 9 Lakh / Yr,Rs 40 - 42 Lakh / Yr,0.000356125
Rs 8 - 9 Lakh / Yr,Rs 44 - 46 Lakh / Yr,0.000356125
Rs 8 - 9 Lakh / Yr,Rs 46 - 48 Lakh / Yr,0.000356125
Rs 8 - 9 Lakh / Yr,Rs 48 - 50 Lakh / Yr,0.000356125
Rs 8 - 9 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.128205128
Rs 8 - 9 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.000356125
Rs 8 - 9 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.001780627
Rs 8 - 9 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.125712251
Rs 8 - 9 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.096509972
Rs 8 - 9 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.048433048
Rs 8 - 9 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.022792023
Rs 9 - 10 Lakh / Yr,"< Rs 50,000 / Yr",0.000513875
Rs 9 - 10 Lakh / Yr,Rs 0 / Yr,0.084789311
Rs 9 - 10 Lakh / Yr,Rs 1.0 - 1.5 Lakh / Yr,0.023638232
Rs 9 - 10 Lakh / Yr,Rs 1.5 - 2.0 Lakh / Yr,0.025179856
Rs 9 - 10 Lakh / Yr,Rs 10 - 12 Lakh / Yr,0.042651593
Rs 9 - 10 Lakh / Yr,Rs 12 - 14 Lakh / Yr,0.023124358
Rs 9 - 10 Lakh / Yr,Rs 14 - 16 Lakh / Yr,0.010791367
Rs 9 - 10 Lakh / Yr,Rs 16 - 18 Lakh / Yr,0.005138746
Rs 9 - 10 Lakh / Yr,Rs 18 - 20 Lakh / Yr,0.006166495
Rs 9 - 10 Lakh / Yr,Rs 2.0 - 2.5 Lakh / Yr,0.067317575
Rs 9 - 10 Lakh / Yr,Rs 2.5 - 3.0 Lakh / Yr,0.038026721
Rs 9 - 10 Lakh / Yr,Rs 20 - 22 Lakh / Yr,0.004110997
Rs 9 - 10 Lakh / Yr,Rs 22 - 24 Lakh / Yr,0.002055498
Rs 9 - 10 Lakh / Yr,Rs 24 - 26 Lakh / Yr,0.003597122
Rs 9 - 10 Lakh / Yr,Rs 28 - 30 Lakh / Yr,0.001027749
Rs 9 - 10 Lakh / Yr,Rs 3.0 - 3.5 Lakh / Yr,0.080678314
Rs 9 - 10 Lakh / Yr,Rs 3.5 - 4.0 Lakh / Yr,0.046248715
Rs 9 - 10 Lakh / Yr,Rs 30 - 32 Lakh / Yr,0.002569373
Rs 9 - 10 Lakh / Yr,Rs 34 - 36 Lakh / Yr,0.001027749
Rs 9 - 10 Lakh / Yr,Rs 36 - 38 Lakh / Yr,0.000513875
Rs 9 - 10 Lakh / Yr,Rs 4.0 - 4.5 Lakh / Yr,0.082219938
Rs 9 - 10 Lakh / Yr,Rs 4.5 - 5.0 Lakh / Yr,0.049331963
Rs 9 - 10 Lakh / Yr,Rs 5 - 6 Lakh / Yr,0.116135663
Rs 9 - 10 Lakh / Yr,Rs 50 - 50 Lakh / Yr,0.001541624
Rs 9 - 10 Lakh / Yr,"Rs 50,000 - 1 Lakh / Yr",0.002055498
Rs 9 - 10 Lakh / Yr,Rs 6 - 7 Lakh / Yr,0.116135663
Rs 9 - 10 Lakh / Yr,Rs 7 - 8 Lakh / Yr,0.071942446
Rs 9 - 10 Lakh / Yr,Rs 8 - 9 Lakh / Yr,0.058067831
Rs 9 - 10 Lakh / Yr,Rs 9 - 10 Lakh / Yr,0.03340185
