JobId,count
3700015,123
3702053,3184
3692143,54
3693557,268
3703817,834
3530983,6060
3552499,5761
3689143,78
3709159,137
2113318,287
3698057,221
3705241,49
3604734,13808
3708789,11888
3698745,172
3706991,17
3693897,47
3697751,390
3696065,3561
3704785,260
3696083,264
3693931,703
3700183,364
3583616,23
3509962,190
3710609,115
3697325,335
3691039,75
3705587,14
3696575,2778
3703451,1728
3692107,326
3531549,108
3661269,581
3697361,344
3668147,309
3697279,450
3545623,2729
3661499,3805
3693239,95
3691485,350
3565153,1101
3604597,4296
3703509,428
3710231,245
1778317,1220
3705595,195
3696565,524
3690307,42
3705669,66
3460703,9654
3698323,84
3605031,1461
3702669,227
3639941,341
3708989,466
3456957,637
3700967,178
2382651,9525
3693077,126
3689387,2128
3693423,128
3610535,3347
3702925,485
2822047,1563
3697867,103
3696557,1860
3699391,360
3696411,380
3647597,1439
3639655,415
3592033,2138
3702737,5506
3690115,510
3585507,3778
3691071,45
3694563,86
3693795,68
3604111,2046
3699927,98
3701311,619
3696793,1255
3692235,102
3585663,635
3701945,291
3690453,1137
3692319,73
3672925,1573
3706349,117
3699095,43
3333937,3384
3640139,5451
3705945,89
3661891,469
3691767,38
3704407,121
3693867,97
3696521,794
3709255,443
3644671,893
3689195,72
3700713,100
3545447,1090
3698919,55
3702225,240
3694271,129
3693689,140
3710379,490
3701925,250
3461851,1521
3702077,349
3619305,255
3689517,161
3646063,1444
3702661,1145
3655195,1790
3655145,574
3707285,164
3699521,115
3711693,471
3697123,1522
3557133,635
3487143,47
3698061,393
2995315,2732
3695097,67
3708927,29
3701705,373
3647965,470
3700261,163
3692341,77
3695037,129
3702767,140
3709127,298
3702587,132
3704791,216
3644631,1262
3693833,57
3632633,1096
3700257,240
3697511,417
3701529,203
3693891,141
3705029,200
3696321,122
3694919,82
3701653,285
3695111,265
3594197,1836
3660847,5648
2908345,620
3701551,44
1982883,903
3708741,341
3706763,87
3703223,407
3523033,818
3709037,511
3709147,140
3451237,149
3692787,45
3696115,143
3689199,68
3697479,275
3709495,1515
3700701,205
3632303,31707
3585887,16140
3694305,316
3707577,205
3702118,4150
3702134,3125
3681099,7164
3694043,1215
3697471,584
3705689,100
3693159,172
3625025,296
3701555,56
3691101,210
3699485,106
3692151,79
3674302,2214
3710573,2945
3696592,549
3695143,363
3680469,884
3183821,1428
3690883,385
3711997,250
3691253,1181
3690589,182
3631049,2219
3690813,182
3632857,1274
3674369,97
3695957,473
3184719,1270
3696219,86
3682165,192
3697575,78
3573079,2365
3646167,175
3559063,827
3699311,357
3697605,804
3698329,429
3215459,1161
3646411,2698
3690331,592
3704387,90
3693701,103
3604659,2722
3034401,2175
3693675,170
3696889,1548
3699759,1287
3674207,221
3690363,38
3704685,67
3697411,143
3702771,3584
3697243,563
3698595,242
3692961,174
3697537,259
3712385,269
3700501,100
3692257,45
3702527,104
3681541,3623
3700215,839
3662831,2865
3646751,444
3704749,184
3606043,806
3693579,122
3700691,301
3693839,20
3690587,140
3699199,1236
3354517,385
3690663,123
3647053,2534
3704699,332
3688161,464
3681881,321
3699363,397
3689981,3100
3696779,1654
3468347,303
3701349,223
3692273,67
3699773,161
3699771,374
3687093,203
3694659,103
3692401,67
3523693,179
3694837,49
3700095,118
3604921,10185
3686663,618
3691879,52
3691843,98
3691341,296
3691355,284
3690511,62
3705623,282
3692365,22
3673347,742
3590417,1942
3694067,57
3695535,40
3691161,180
3691211,46
3115437,2040
3654177,402
3709185,53
3697659,126
3696947,661
3706217,137
3710321,1352
3522553,879
3698389,102
3604153,1472
3696563,1025
3701761,94
2518085,2903
3698103,29
3662187,113
3699657,1583
3694205,80
3706449,198
3691427,71
3697885,86
3693411,143
3705479,263
3705995,84
3692395,48
3691621,105
3273743,1384
3702533,1929
3712957,238
3693173,213
3710907,1399
3693629,73
3695016,271
3706039,263
3698805,124
3698619,96
3695971,290
3706509,81
3679139,682
3632833,798
3693487,37
3695513,662
3693147,20
3702981,513
3693015,362
3633489,898
3694485,125
3701593,193
3704311,539
3706783,107
3711261,543
3699051,231
3694885,54
3693797,58
3696759,5225
3693217,116
3690647,81
3638333,154
3699173,100
3692821,38
3692987,59
3706911,238
3703211,344
3708661,771
3687193,1023
3708723,714
3430587,103
3692195,150
3690561,81
3706993,12
2785379,54
3699563,393
3700603,165
3699763,125
3698895,19
3697621,477
3708401,299
3710333,606
3691055,140
3706901,162
3691383,325
3697445,666
3698753,378
3706803,120
3692949,184
3704821,43
3699101,312
3700011,182
3706437,68
3694575,51
3700207,264
3704169,85
3686946,390
3600469,2555
3700593,372
3707811,182
3697521,360
3703205,497
3712463,751
3690805,128
2534715,27
3695015,108
3710323,96
2744061,13
3605227,36
3697957,319
3697619,57
3654307,1495
3184667,617
3702823,420
3706857,145
3706879,28
3550815,2021
3700953,228
3700333,65
3690621,328
3690441,783
3706357,114
3692101,84
3698903,200
3531547,454
3698131,101
3702437,139
3702351,873
3689107,97
3711671,583
3688369,574
3705857,101
3691933,113
3690505,3048
3693135,58
3417325,2234
3639659,623
3316989,625
3660069,1392
3690459,979
3710665,43
3705207,88
2364531,3030
3411217,959
3653767,1615
3605271,64
3550903,90
3699429,231
3691311,126
3615657,1326
3654403,224
3705205,54
3695141,412
3522245,2331
3700293,447
3695685,1188
3668107,730
3491725,720
3697081,946
3701319,194
3693421,30
3698521,274
3603987,1950
2153405,138
3681913,129
3687821,348
3693399,122
3686291,525
3696859,797
3702295,2744
3690183,149
3563479,268
3701177,196
3704601,72
3693475,150
3708441,186
3681095,733
2317737,3885
3695737,39
3699249,342
3524955,460
3694849,43
3646281,1159
3704623,489
3687979,42
3694989,181
3703021,359
3699167,1198
3701545,256
3655777,1056
3705685,110
3698853,122
3701685,534
3689803,131
3686591,1157
3693757,171
3692267,41
3706003,143
3712721,607
3704421,228
3708848,349
3705485,85
3694083,84
3702779,2028
3709157,845
3712631,3126
3695045,75
3692317,55
3365655,1315
3631461,757
3662631,728
3652485,92
3687889,1025
3687915,817
3600483,8373
3698095,108
3531313,1351
3691521,88
3708389,158
3334045,3774
3699353,212
3690853,123
3692299,55
3699703,181
3694007,203
3697811,509
3705793,220
3553161,1117
3710281,307
3639969,691
3693881,66
3632999,120
3699301,171
3699365,199
3699247,130
3698513,198
3699589,1751
3699715,1728
3697901,221
3705603,19
3693473,118
3698511,238
3711159,372
3652367,1268
3638541,1672
3699491,147
3709919,241
3705875,198
3583573,540
3699477,332
3638291,1637
2719849,10800
3697097,2334
3644487,938
3704157,160
3692149,991
3689129,68
2981341,120
3646151,1048
3693019,539
3692773,150
3453329,469
3706973,51
3693827,47
3698859,81
3701587,137
3699691,258
3617615,2157
3689757,933
3692819,282
3689157,29
3700141,924
3691905,97
3604563,1939
3698347,100
3691309,161
3705859,159
3668151,1025
3652725,2048
3695889,255
3707377,33
3706167,20
3694473,1130
2652075,16783
3709659,451
3712773,1009
3705879,64
3701789,166
3625251,2202
3702067,1138
3692607,106
3653305,513
3708685,107
3689905,53
3689779,690
3698889,629
3668941,115
3710035,164
3695769,189
3693327,70
3710135,66
3298773,200
3705845,49
3702033,240
3698715,134
3706657,20
3690067,508
3698335,604
3706885,42
3693323,80
3697219,325
3708943,160
3698869,139
3706061,41
3689593,242
3692277,50
3710227,1025
3695739,48
3699581,162
3710167,60
3706591,262
3691401,119
3697569,202
3709473,249
3699515,237
3690271,421
3704975,285
3606119,306
3693065,325
3704465,53
2184877,3246
3699011,158
3702189,982
3703447,797
3712133,252
3710541,841
3551893,5786
3697851,215
3703191,528
3703315,174
3619269,1138
3709111,153
3709119,91
3709141,71
3672699,756
3682017,2612
3710283,72
3565207,744
3695863,197
3698201,56
3692713,100
3692185,109
3704127,130
3693243,100
3697433,231
3707977,39
3690521,280
3495501,243
3704403,57
3696445,725
3691281,56
3691135,86
3699751,223
3638245,1272
3470341,6875
3697527,152
3697395,641
3533421,696
3706041,136
3702961,585
3707479,46
3660983,1707
3687999,685
3705271,27
3689579,134
3691107,200
3695965,53
3373557,2714
3688769,88
3701497,392
3690911,572
3461863,3746
3701537,529
3698785,315
3691361,521
3692629,704
3705893,58
3708885,637
3699753,101
3699721,153
3689847,686
3712493,76
3632855,23
3690125,54
3695639,1470
3617915,770
3361517,1697
3695525,429
3708295,40
3667557,103
3681637,54
3706919,97
3656019,374
3589951,808
3049255,1116
3645541,704
3049269,790
3709059,203
3692011,125
3486359,827
3690603,84
3347789,1276
3687241,577
3702039,117
3684461,518
3662189,121
3702649,320
3701923,1267
3691851,133
3704399,29
3681653,3117
3692817,80
3697539,1290
3696063,634
3690595,738
3712037,418
3693249,187
3705735,210
3025729,2131
3693715,52
3650001,1257
3709751,583
3693909,158
3551027,869
3704635,32
3060462,910
3697339,209
3693613,68
3698087,111
3705787,258
3690273,192
3387683,263
3695019,339
3692307,60
3668365,640
3689431,438
3557997,3195
3706253,110
3697649,866
3693111,225
3711353,99
3593761,183
3710409,134
3685923,560
3696807,530
3698189,44
3638175,98
3580039,79
3687723,825
3665125,590
3692553,19
3702621,891
3335277,545
3709389,71
3690463,828
3702459,574
3706067,85
3706953,90
3700775,220
3707923,56
3690777,173
3703027,483
3701471,223
3703867,40
3710735,288
3706037,44
3712771,118
3712559,258
3701569,231
3692653,91
3698917,55
2201633,777
3688549,158
3644459,1514
3692031,40
3638169,159
3710271,98
3688543,85
3646985,5596
3692537,49
3699779,119
3701893,1853
3694511,58
3695563,153
3701901,1257
3690661,21
3705853,65
3691171,35
3700217,301
3707531,236
3693709,131
3701969,163
3680881,1983
3632611,777
3696693,1536
3700305,48
3690965,186
3699843,374
3707423,136
3689745,914
3691703,42
3693691,78
3699935,511
3699187,1293
3702923,349
3693807,238
3704703,83
3709239,375
3703311,68
3693307,35
3704589,126
3693031,68
3697231,152
3694777,270
3525013,797
3374059,559
3559467,475
3708549,233
3694893,106
3702021,79
3659955,404
3692403,13
3691747,7
3691749,9
3630421,273
3691117,237
3545241,204
3687871,1080
3692295,208
3705313,283
3698737,141
3694359,21
1873779,2312
3695357,423
3691411,32
3690849,122
3709955,211
3704549,57
3511401,75
3693235,34
3699265,285
3703425,1267
3686387,942
3703393,160
3557983,2177
3699649,114
3698877,80
3707393,125
3559555,142
3711461,114
3706567,16
2852483,2830
3691037,25
3701595,238
3698613,634
3701189,296
3696985,2028
3699853,149
3712087,215
3705569,7
3692743,257
3703253,1071
3694033,37
3689275,80
3689465,1549
3698085,176
3698657,1098
3704545,129
3691909,122
3693345,354
3702959,654
3704571,116
3704603,132
3711379,58
3688251,5705
3709305,58
3626453,1215
3709633,191
3708443,121
3652271,1220
3694515,63
3693477,369
3693771,166
3680057,3269
3693717,72
3698509,156
3706133,91
3712789,1247
3693087,141
3585003,162
3696397,319
3707469,14
3701971,556
3693109,405
3690701,58
3703127,228
3692771,55
2157885,156
3702635,220
3707301,64
3696599,3456
3617347,129
3702114,1286
2728033,3470
2995215,305
3692237,63
3712747,2761
3695575,91
3709445,335
3710089,132
3709363,61
3696891,2520
3710667,492
2857327,3101
3706443,164
2341755,317
3698073,508
3699323,51
3285633,422
3709181,1357
3712869,831
3702765,753
3705427,336
3617723,282
3701723,119
3699729,375
3704017,134
3690467,158
3700897,36
3690687,112
3700013,138
3691619,144
3701543,100
3709135,140
3697857,96
3694467,41
3710189,277
3692247,105
3698729,475
3590709,1531
3693167,164
3691499,157
3694423,62
3699775,173
3258395,258
3559385,357
3692673,20
3692091,95
3529675,726
3689123,68
3532697,224
3702953,361
3689977,594
3701381,65
3700761,19
3693887,45
3696441,177
